0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-5.000000000000000000e-01;3.828640000000503862e-01;2.088360362548867144e+00;-5.000000000000000000e-01
-5.000000000000000000e-01;-1.000000000000000000e+00;9.821600000000006991e-01;8.253689491922790999e-01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-5.000000000000000000e-01;-1.000000000000000000e+00;1.472006399999999937e-01;-1.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
-5.000000000000000000e-01;-1.000000000000000000e+00;1.007503999999999955e+00;-1.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
8.253441450195468931e-01;9.821600000000005881e-01;5.245900906372165551e+00;-5.000000000000000000e-01
3.828640000006048316e-01;3.828640000051071191e-01;2.480400000000001270e+00;2.088360362548867144e+00
-1.000000000000000000e+00;1.472006399999999937e-01;-1.000000000000000000e+00;9.821600000010997089e-01
4.888025599999999693e-02;3.930015999999999510e-01;3.930015999999999510e-01;3.828794889202528084e-01
-1.000000000000000000e+00;1.007503999999999955e+00;-1.000000000000000000e+00;1.472006399999999937e-01
3.930015999999999510e-01;2.481357599237698608e+00;2.543759999999999799e+00;3.930015999999999510e-01
-1.000000000000000000e+00;6.227182529646235309e+00;-1.000000000000000000e+00;1.007503999999999955e+00
2.094587163645170058e+00;1.990404821317059314e+00;1.561475226593041299e+01;2.484359314719045919e+00
9.821600000000059172e-01;-1.000000000000000000e+00;6.226000000000002643e+00;5.245900906372165551e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.472006399999999937e-01;-1.000000000000000000e+00;1.007503999999999955e+00;-1.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.007503999999999955e+00;-1.000000000000000000e+00;6.384399999999999409e+00;-1.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
5.245900906372165551e+00;6.226000000000002643e+00;3.900000000000000000e+01;-5.000000000000000000e-01
2.480400000000001270e+00;2.480400000000001270e+00;1.558999999999999986e+01;1.559000000000000341e+01
-1.000000000000000000e+00;1.007503999999999955e+00;-1.000000000000000000e+00;6.226000000000002643e+00
3.930015999999999510e-01;2.543759999999999799e+00;3.930015999999999510e-01;2.480400001416441569e+00
-1.000000000000000000e+00;6.384399999999999409e+00;-1.000000000000000000e+00;1.007503999999999955e+00
2.543759999999999799e+00;1.598599999999999710e+01;2.543759999999999799e+00;2.543759999999999799e+00
-1.000000000000000000e+00;3.998999999999999488e+01;-1.000000000000000000e+00;6.384399999999999409e+00
1.559024321023073512e+01;1.510000000000000142e+01;1.000000000000000000e+02;1.598599999999999710e+01
6.226000000000002643e+00;-1.000000000000000000e+00;-5.000000000000000000e-01;3.900000000000000000e+01
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.007503999999999955e+00;-1.000000000000000000e+00;-5.000000000000000000e-01;-1.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
6.384399999999999409e+00;-1.000000000000000000e+00;-5.000000000000000000e-01;-1.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
